classification_id,credit_id,client_id,date_classification,categorie_reglementaire,categorie_bale_ii,categorie_ifrs9,jours_retard,probabilite_defaut_pd,perte_en_cas_defaut_lgd,exposition_en_cas_defaut_ead,perte_attendue_el,provision_requise,provision_constituee,taux_provisionnement,indicateur_forborne,date_restructuration,indicateur_contentieux,date_entree_contentieux,motif_classification,observation,validateur_id,date_validation,date_prochaine_revue
CLS-001049,CRD-001049,CLI-002535,2027-02-11,Saine,A,Stage 1,0,0.0168,0.4696,15109.18,119.0,131.0,127.18,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:28.968602,2026-12-10 14:53:28.968602
CLS-001050,CRD-001050,CLI-004689,2025-01-17,Saine,A,Stage 1,0,0.0058,0.4779,224015.47,626.1,682.66,659.59,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:28.970602,2026-12-10 14:53:28.970602
CLS-001051,CRD-001051,CLI-001979,2025-10-21,Saine,A,Stage 1,0,0.0058,0.6045,622155.72,2184.07,2348.79,2336.95,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:28.973739,2026-12-10 14:53:28.973739
CLS-001052,CRD-001052,CLI-001470,2026-11-15,Saine,B,Stage 1,0,0.0051,0.3889,66047.42,131.69,157.21,155.99,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:28.976759,2026-12-10 14:53:28.976759
CLS-001053,CRD-001053,CLI-002808,2027-02-22,Saine,C,Stage 1,0,0.016,0.3103,81498.13,404.8,456.39,451.8,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.978764,2026-12-10 14:53:28.978764
CLS-001054,CRD-001054,CLI-002513,2024-08-06,Pré-douteuse,D,Stage 3,118,0.349,0.5148,6888.78,1237.74,1335.84,1269.9,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-006,2026-09-11 14:53:28.981763,2026-12-10 14:53:28.981763
CLS-001055,CRD-001055,CLI-002944,2025-03-10,Saine,B,Stage 1,0,0.0181,0.4847,55056.25,482.51,527.48,501.81,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:28.984763,2026-12-10 14:53:28.984763
CLS-001056,CRD-001056,CLI-002981,2024-02-05,Saine,B,Stage 1,0,0.0176,0.7354,18453.38,239.19,273.32,264.23,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:28.986764,2026-12-10 14:53:28.986764
CLS-001057,CRD-001057,CLI-004823,2022-05-09,Pré-douteuse,D,Stage 3,106,0.2381,0.4255,8249.72,835.75,889.29,878.21,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-003,2026-09-11 14:53:28.989936,2026-12-10 14:53:28.989936
CLS-001058,CRD-001058,CLI-003018,2022-02-06,Pré-douteuse,D,Stage 3,133,0.1809,0.2251,8593.6,349.9,394.74,378.9,0.2,1,,0,,Retard de paiement,Classification automatique,VAL-012,2026-09-11 14:53:28.991960,2026-12-10 14:53:28.991960
CLS-001059,CRD-001059,CLI-001567,2025-01-12,Saine,B,Stage 1,0,0.0153,0.3993,133896.16,817.85,867.9,827.4,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:28.994961,2026-12-10 14:53:28.994961
CLS-001060,CRD-001060,CLI-000032,2023-03-02,Saine,B,Stage 1,0,0.0057,0.6398,19474.6,70.56,82.06,79.95,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:28.997960,2026-12-10 14:53:28.997960
CLS-001061,CRD-001061,CLI-000938,2023-05-19,Saine,B,Stage 1,0,0.009,0.3645,19419.35,63.54,64.64,62.01,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:29.001341,2026-12-10 14:53:29.001341
CLS-001062,CRD-001062,CLI-001216,2024-12-03,Saine,A,Stage 1,0,0.0119,0.5139,14493.46,88.89,106.35,105.53,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:29.004341,2026-12-10 14:53:29.004341
CLS-001063,CRD-001063,CLI-001938,2024-01-03,Saine,A,Stage 1,0,0.0142,0.2677,11600.68,44.08,50.64,48.34,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:29.007341,2026-12-10 14:53:29.007341
CLS-001064,CRD-001064,CLI-001130,2026-10-20,Saine,C,Stage 1,0,0.0136,0.5122,201626.51,1401.72,1660.24,1600.54,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:29.009342,2026-12-10 14:53:29.009342
CLS-001065,CRD-001065,CLI-000310,2023-01-10,Saine,C,Stage 1,0,0.0073,0.4721,12056.88,41.39,48.29,46.55,0.0,1,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.012341,2026-12-10 14:53:29.012341
CLS-001066,CRD-001066,CLI-004902,2022-11-25,Saine,C,Stage 1,0,0.0091,0.3095,567611.87,1592.55,1637.38,1630.93,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:29.015341,2026-12-10 14:53:29.015341
CLS-001067,CRD-001067,CLI-002169,2022-03-12,Saine,C,Stage 1,0,0.0068,0.4437,494.44,1.49,1.67,1.65,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:29.018340,2026-12-10 14:53:29.018340
CLS-001068,CRD-001068,CLI-003114,2026-08-22,Pré-douteuse,D,Stage 3,155,0.3065,0.3915,23616.22,2833.42,3211.82,3101.85,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-019,2026-09-11 14:53:29.020341,2026-12-10 14:53:29.020341
CLS-001069,CRD-001069,CLI-000496,2024-07-30,Saine,B,Stage 1,0,0.0191,0.5916,504.91,5.72,6.85,6.71,0.0,1,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:29.023340,2026-12-10 14:53:29.023340
CLS-001070,CRD-001070,CLI-000206,2022-12-19,Saine,C,Stage 1,0,0.006,0.2923,14127.5,24.92,25.07,24.01,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:29.025341,2026-12-10 14:53:29.025341
CLS-001071,CRD-001071,CLI-002674,2025-06-08,Saine,C,Stage 2,59,0.1065,0.6367,273284.86,18537.85,20321.05,19909.93,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-006,2026-09-11 14:53:29.028354,2026-12-10 14:53:29.028354
CLS-001072,CRD-001072,CLI-003358,2022-11-10,Saine,B,Stage 1,0,0.0131,0.3509,526.04,2.42,2.46,2.39,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.031358,2026-12-10 14:53:29.031358
CLS-001073,CRD-001073,CLI-003831,2026-09-14,Saine,A,Stage 1,0,0.0114,0.4748,2877.62,15.53,15.68,15.43,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:29.035359,2026-12-10 14:53:29.035359
CLS-001074,CRD-001074,CLI-000306,2026-07-05,Saine,C,Stage 1,0,0.0162,0.6928,1686.47,18.98,19.58,19.33,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:29.038359,2026-12-10 14:53:29.038359
CLS-001075,CRD-001075,CLI-003794,2025-10-18,Saine,C,Stage 1,0,0.0184,0.5502,185385.61,1876.93,2018.57,1938.57,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:29.040360,2026-12-10 14:53:29.040360
CLS-001076,CRD-001076,CLI-002202,2024-03-06,Saine,A,Stage 1,0,0.0195,0.5176,22585.56,228.31,253.82,244.12,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:29.043360,2026-12-10 14:53:29.043360
CLS-001077,CRD-001077,CLI-001062,2026-06-15,Saine,C,Stage 2,4,0.0381,0.5378,87223.5,1789.37,1998.28,1987.89,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:29.046359,2026-12-10 14:53:29.046359
CLS-001078,CRD-001078,CLI-000844,2025-10-10,Saine,C,Stage 1,0,0.0119,0.4684,34889.2,194.13,218.1,209.73,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.048361,2026-12-10 14:53:29.048361
CLS-001079,CRD-001079,CLI-003873,2022-08-28,Saine,A,Stage 1,0,0.0091,0.4155,89960.42,338.89,339.79,325.19,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:29.051358,2026-12-10 14:53:29.051358
CLS-001080,CRD-001080,CLI-002252,2026-05-07,Saine,A,Stage 1,0,0.018,0.7058,163392.59,2079.22,2295.92,2289.06,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:29.054359,2026-12-10 14:53:29.054359
CLS-001081,CRD-001081,CLI-000212,2025-01-18,Saine,C,Stage 1,0,0.0181,0.4714,85877.26,731.31,832.83,812.74,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:29.056359,2026-12-10 14:53:29.056359
CLS-001082,CRD-001082,CLI-003998,2023-02-12,Saine,C,Stage 1,0,0.0135,0.4817,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:29.059359,2026-12-10 14:53:29.059359
CLS-001083,CRD-001083,CLI-000680,2025-08-13,Saine,C,Stage 1,0,0.0113,0.7157,8224.45,66.76,75.78,74.13,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:29.062337,2026-12-10 14:53:29.062337
CLS-001084,CRD-001084,CLI-000566,2025-03-27,Saine,B,Stage 1,0,0.0119,0.3703,4789.33,21.19,25.09,24.89,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.065336,2026-12-10 14:53:29.065336
CLS-001085,CRD-001085,CLI-003291,2024-05-10,Saine,B,Stage 2,15,0.0435,0.4068,4659.46,82.39,94.45,91.97,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:29.067338,2026-12-10 14:53:29.067338
CLS-001086,CRD-001086,CLI-004355,2024-12-29,Saine,C,Stage 1,0,0.0172,0.3555,14206.25,86.74,103.07,98.36,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:29.070339,2026-12-10 14:53:29.070339
CLS-001087,CRD-001087,CLI-000681,2026-08-14,Saine,C,Stage 1,0,0.0166,0.6961,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:29.073337,2026-12-10 14:53:29.073337
CLS-001088,CRD-001088,CLI-000181,2024-12-21,Pré-douteuse,D,Stage 3,158,0.3066,0.4668,9436.77,1350.53,1608.15,1604.87,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-018,2026-09-11 14:53:29.075339,2026-12-10 14:53:29.075339
CLS-001089,CRD-001089,CLI-004280,2022-02-17,Saine,C,Stage 1,0,0.011,0.2853,80778.07,254.05,282.33,279.19,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:29.078358,2026-12-10 14:53:29.078358
CLS-001090,CRD-001090,CLI-002496,2025-12-25,Saine,C,Stage 1,0,0.0163,0.2915,8822.99,41.96,42.92,41.81,0.0,1,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:29.081361,2026-12-10 14:53:29.081361
CLS-001091,CRD-001091,CLI-002317,2025-10-08,Saine,C,Stage 1,0,0.0099,0.5805,19772.83,113.26,113.91,112.34,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:29.084360,2026-12-10 14:53:29.084360
CLS-001092,CRD-001092,CLI-004274,2026-09-25,Saine,A,Stage 1,0,0.0063,0.7377,7333.58,34.08,36.59,35.73,0.0,0,2026-08-22,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:29.086362,2026-12-10 14:53:29.086362
CLS-001093,CRD-001093,CLI-000279,2023-12-23,Saine,B,Stage 1,0,0.0162,0.4983,258389.89,2084.59,2485.01,2455.13,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:29.089356,2026-12-10 14:53:29.089356
CLS-001094,CRD-001094,CLI-003684,2023-05-16,Saine,B,Stage 1,0,0.0065,0.5068,5418.83,17.9,19.95,19.37,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:29.092492,2026-12-10 14:53:29.092492
CLS-001095,CRD-001095,CLI-004763,2023-10-20,Saine,C,Stage 1,0,0.0138,0.4562,33322.11,209.14,230.31,227.57,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:29.094487,2026-12-10 14:53:29.094487
CLS-001096,CRD-001096,CLI-000433,2024-04-15,Saine,C,Stage 1,0,0.0058,0.7159,1577.74,6.54,7.18,7.17,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:29.097491,2026-12-10 14:53:29.097491
CLS-001097,CRD-001097,CLI-000290,2024-06-23,Saine,C,Stage 1,0,0.0142,0.413,297.0,1.74,1.75,1.74,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:29.100624,2026-12-10 14:53:29.100624
CLS-001098,CRD-001098,CLI-001028,2022-05-24,Saine,B,Stage 1,0,0.0113,0.3873,1080975.38,4741.25,5328.79,5321.53,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:29.102625,2026-12-10 14:53:29.102625
CLS-001099,CRD-001099,CLI-000536,2024-08-04,Saine,B,Stage 1,0,0.0158,0.4261,2336.14,15.76,17.14,16.41,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:29.105625,2026-12-10 14:53:29.105625
CLS-001100,CRD-001100,CLI-003632,2022-08-14,Saine,C,Stage 1,0,0.0165,0.353,2309.52,13.41,14.42,14.18,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.107624,2026-12-10 14:53:29.107624
CLS-001101,CRD-001101,CLI-000189,2025-05-17,Saine,B,Stage 1,0,0.0116,0.3235,357916.26,1342.36,1525.1,1491.49,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:29.110620,2026-12-10 14:53:29.110620
CLS-001102,CRD-001102,CLI-002175,2024-10-19,Saine,C,Stage 1,0,0.0106,0.3166,272214.64,913.12,948.87,918.48,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:29.112625,2026-12-10 14:53:29.112625
CLS-001103,CRD-001103,CLI-003916,2024-06-29,Saine,C,Stage 1,0,0.0167,0.3092,28375.16,146.11,168.85,168.15,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:29.116599,2026-12-10 14:53:29.116599
CLS-001104,CRD-001104,CLI-001863,2024-01-15,Compromise,D,Stage 3,362,0.9286,0.3587,32942.82,10974.07,12276.05,11843.02,1.0,0,,1,2024-08-29,Retard de paiement,Classification automatique,VAL-020,2026-09-11 14:53:29.119631,2026-12-10 14:53:29.119631
CLS-001105,CRD-001105,CLI-000271,2025-01-20,Saine,B,Stage 1,0,0.0102,0.6035,28494.07,175.41,187.26,180.55,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:29.122631,2026-12-10 14:53:29.122631
CLS-001106,CRD-001106,CLI-001729,2024-07-25,Saine,C,Stage 1,0,0.0146,0.3775,7603.55,41.82,49.09,47.46,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:29.124633,2026-12-10 14:53:29.124633
CLS-001107,CRD-001107,CLI-004076,2023-11-29,Saine,C,Stage 1,0,0.0155,0.2512,7266.6,28.37,28.67,27.4,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:29.127627,2026-12-10 14:53:29.127627
CLS-001108,CRD-001108,CLI-002158,2024-06-28,Saine,C,Stage 1,0,0.0105,0.4751,25949.0,129.17,151.93,146.28,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:29.129634,2026-12-10 14:53:29.129634
CLS-001109,CRD-001109,CLI-003932,2022-06-14,Saine,C,Stage 1,0,0.0086,0.2681,483892.88,1117.86,1282.12,1280.51,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.133616,2026-12-10 14:53:29.133616
CLS-001110,CRD-001110,CLI-000112,2024-10-25,Saine,C,Stage 1,0,0.0143,0.2207,54873.38,173.01,177.95,177.84,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:29.136612,2026-12-10 14:53:29.136612
CLS-001111,CRD-001111,CLI-002385,2024-11-30,Saine,C,Stage 1,0,0.0155,0.6492,972.77,9.77,11.72,11.57,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:29.139612,2026-12-10 14:53:29.139612
CLS-001112,CRD-001112,CLI-000221,2023-04-02,Saine,C,Stage 1,0,0.0196,0.3095,25788.77,156.77,176.37,168.97,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:29.144616,2026-12-10 14:53:29.144616
CLS-001113,CRD-001113,CLI-000628,2023-01-05,Saine,B,Stage 1,0,0.0144,0.2875,93574.53,387.52,396.51,377.52,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:29.147612,2026-12-10 14:53:29.147612
CLS-001114,CRD-001114,CLI-001182,2023-03-26,Saine,C,Stage 1,0,0.0162,0.358,210427.21,1222.0,1406.87,1348.5,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:29.151867,2026-12-10 14:53:29.151867
CLS-001115,CRD-001115,CLI-003382,2023-07-23,Saine,B,Stage 1,0,0.0128,0.403,55051.93,282.91,322.67,315.06,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:29.154868,2026-12-10 14:53:29.154868
CLS-001116,CRD-001116,CLI-002423,2026-03-10,Saine,C,Stage 1,0,0.0171,0.5324,89291.02,813.3,820.29,798.19,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:29.158868,2026-12-10 14:53:29.158868
CLS-001117,CRD-001117,CLI-000791,2023-10-20,Saine,C,Stage 2,81,0.0863,0.4136,42512.99,1517.52,1564.54,1523.52,0.0,0,2024-11-23,0,,Retard de paiement,Classification automatique,VAL-017,2026-09-11 14:53:29.162865,2026-12-10 14:53:29.162865
CLS-001118,CRD-001118,CLI-004276,2023-08-15,Saine,C,Stage 1,0,0.0075,0.2279,11917.2,20.34,22.83,22.07,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:29.166052,2026-12-10 14:53:29.166052
CLS-001119,CRD-001119,CLI-000462,2023-07-06,Saine,A,Stage 1,0,0.0137,0.5623,818924.59,6323.81,7370.47,7149.64,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:29.170056,2026-12-10 14:53:29.170056
CLS-001120,CRD-001120,CLI-004403,2022-08-02,Pré-douteuse,D,Stage 3,145,0.3,0.2857,57117.27,4894.97,5734.54,5670.89,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-003,2026-09-11 14:53:29.173052,2026-12-10 14:53:29.173052
CLS-001121,CRD-001121,CLI-000552,2024-10-31,Saine,C,Stage 1,0,0.0145,0.3633,380386.65,2001.52,2015.88,2015.42,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:29.176258,2026-12-10 14:53:29.176258
CLS-001122,CRD-001122,CLI-003130,2024-09-05,Saine,B,Stage 1,0,0.0185,0.4603,6119.33,52.0,55.53,53.38,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.181253,2026-12-10 14:53:29.181253
CLS-001123,CRD-001123,CLI-001445,2023-04-02,Saine,C,Stage 1,0,0.0185,0.3831,7165.63,50.68,54.4,52.04,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:29.186259,2026-12-10 14:53:29.186259
CLS-001124,CRD-001124,CLI-000199,2024-07-12,Saine,A,Stage 1,0,0.0184,0.4839,20397.28,181.88,216.5,211.52,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:29.190437,2026-12-10 14:53:29.190437
CLS-001125,CRD-001125,CLI-002590,2022-12-27,Saine,C,Stage 1,0,0.0133,0.2925,493278.35,1925.98,1927.05,1881.91,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:29.194443,2026-12-10 14:53:29.194443
CLS-001126,CRD-001126,CLI-000403,2022-09-09,Saine,B,Stage 2,11,0.0418,0.7094,514453.05,15242.14,16246.72,16058.72,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:29.199614,2026-12-10 14:53:29.199614
CLS-001127,CRD-001127,CLI-003960,2022-05-12,Saine,B,Stage 1,0,0.0083,0.4998,193668.83,807.39,911.89,891.55,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:29.202614,2026-12-10 14:53:29.202614
CLS-001128,CRD-001128,CLI-004190,2025-05-27,Pré-douteuse,D,Stage 3,121,0.3036,0.3187,97017.42,9387.05,10891.32,10752.91,0.2,0,2026-05-02,0,,Retard de paiement,Classification automatique,VAL-011,2026-09-11 14:53:29.205609,2026-12-10 14:53:29.205609
CLS-001129,CRD-001129,CLI-004764,2025-01-10,Saine,C,Stage 1,0,0.0105,0.6979,3393.19,24.77,28.99,28.48,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:29.209632,2026-12-10 14:53:29.209632
CLS-001130,CRD-001130,CLI-002096,2026-01-31,Saine,B,Stage 1,0,0.0191,0.6009,88503.38,1014.22,1083.49,1034.55,0.0,1,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:29.213608,2026-12-10 14:53:29.213608
CLS-001131,CRD-001131,CLI-002901,2027-04-18,Saine,C,Stage 2,85,0.0501,0.4476,28898.69,648.0,762.85,754.12,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-002,2026-09-11 14:53:29.216607,2026-12-10 14:53:29.216607
CLS-001132,CRD-001132,CLI-004463,2023-10-30,Saine,A,Stage 1,0,0.0069,0.3661,42695.15,108.37,124.87,121.43,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:29.220607,2026-12-10 14:53:29.220607
CLS-001133,CRD-001133,CLI-000651,2024-05-04,Saine,C,Stage 1,0,0.0082,0.5922,2011.52,9.73,11.49,11.29,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:29.223611,2026-12-10 14:53:29.223611
CLS-001134,CRD-001134,CLI-000709,2023-10-16,Saine,C,Stage 1,0,0.0109,0.2067,5512.79,12.43,14.84,14.53,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:29.229612,2026-12-10 14:53:29.229612
CLS-001135,CRD-001135,CLI-001481,2024-03-14,Saine,B,Stage 1,0,0.01,0.3537,42864.86,151.33,171.27,165.21,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:29.233619,2026-12-10 14:53:29.233619
CLS-001136,CRD-001136,CLI-004415,2026-07-23,Saine,B,Stage 1,0,0.0067,0.5134,208270.98,721.07,847.67,811.61,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:29.236619,2026-12-10 14:53:29.236619
CLS-001137,CRD-001137,CLI-003066,2023-08-29,Pré-douteuse,D,Stage 3,179,0.188,0.6874,2100.59,271.44,305.18,291.31,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-015,2026-09-11 14:53:29.239614,2026-12-10 14:53:29.239614
CLS-001138,CRD-001138,CLI-002396,2023-09-12,Saine,C,Stage 1,0,0.0133,0.2836,20241.21,76.49,80.05,76.24,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:29.242614,2026-12-10 14:53:29.242614
CLS-001139,CRD-001139,CLI-001770,2023-04-15,Saine,C,Stage 1,0,0.0104,0.3252,2263.94,7.65,7.66,7.3,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:29.245614,2026-12-10 14:53:29.245614
CLS-001140,CRD-001140,CLI-000315,2027-07-07,Pré-douteuse,D,Stage 3,94,0.2675,0.2893,68671.54,5315.06,6265.38,6173.0,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-006,2026-09-11 14:53:29.248613,2026-12-10 14:53:29.248613
CLS-001141,CRD-001141,CLI-003762,2024-10-23,Saine,C,Stage 1,0,0.0129,0.4883,377905.8,2386.82,2847.54,2709.62,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:29.250616,2026-12-10 14:53:29.250616
CLS-001142,CRD-001142,CLI-004910,2024-05-16,Saine,C,Stage 1,0,0.0071,0.3107,15005.47,33.23,35.72,35.32,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:29.253613,2026-12-10 14:53:29.253613
CLS-001143,CRD-001143,CLI-000114,2022-03-29,Saine,C,Stage 1,0,0.0102,0.653,27128.89,180.33,209.66,202.01,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:29.256613,2026-12-10 14:53:29.256613
CLS-001144,CRD-001144,CLI-000961,2025-04-22,Saine,A,Stage 1,0,0.0169,0.4471,84864.54,642.33,747.69,730.99,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:29.258613,2026-12-10 14:53:29.258613
CLS-001145,CRD-001145,CLI-002911,2024-07-14,Saine,C,Stage 1,0,0.0197,0.5143,45778.2,464.67,546.47,527.67,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:29.261609,2026-12-10 14:53:29.261609
CLS-001146,CRD-001146,CLI-003406,2025-07-13,Saine,A,Stage 1,0,0.0085,0.4003,3069.95,10.43,11.86,11.63,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:29.264609,2026-12-10 14:53:29.264609
CLS-001147,CRD-001147,CLI-001624,2025-12-02,Saine,C,Stage 1,0,0.007,0.4829,24709.48,83.2,88.41,84.73,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:29.266799,2026-12-10 14:53:29.266799
CLS-001148,CRD-001148,CLI-003323,2024-07-19,Saine,C,Stage 1,0,0.0072,0.2628,63725.83,120.69,133.03,132.28,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:29.269797,2026-12-10 14:53:29.269797
CLS-001149,CRD-001149,CLI-005000,2025-08-12,Saine,C,Stage 1,0,0.0119,0.515,2377.43,14.59,16.82,16.46,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:29.271798,2026-12-10 14:53:29.271798
CLS-001150,CRD-001150,CLI-001819,2022-09-21,Saine,C,Stage 1,0,0.0194,0.4615,97223.58,871.92,906.16,900.13,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:29.274797,2026-12-10 14:53:29.274797
CLS-001151,CRD-001151,CLI-003195,2023-02-25,Saine,A,Stage 1,0,0.0187,0.365,4809.48,32.79,35.49,34.35,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:29.277796,2026-12-10 14:53:29.277796
CLS-001152,CRD-001152,CLI-003008,2025-04-06,Saine,A,Stage 1,0,0.0081,0.5786,116300.44,543.4,563.7,539.51,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:29.280798,2026-12-10 14:53:29.280798
CLS-001153,CRD-001153,CLI-003415,2026-06-07,Saine,C,Stage 1,0,0.0195,0.5497,24436.21,261.74,286.01,285.59,0.0,1,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:29.282799,2026-12-10 14:53:29.282799
